id,TRUE,predict,AE,MAE
17338,1.820000052,1.860588074,0.040588021,0.039
13344,1.200000048,1.140730381,0.059269667,
16182,1.980000019,1.916337729,0.063662291,
10032,2,2.029233456,0.029233456,
12705,2.460000038,2.4664855,0.006485462,
2550,1.580000043,1.612336159,0.032336116,
18013,3.579999924,3.720180035,0.140180111,
18176,1.700000048,1.649224997,0.050775051,
14367,1.179999948,1.070771337,0.109228611,
17119,1.139999986,1.169108629,0.029108644,
2833,0.800000012,0.845534861,0.045534849,
11980,2.559999943,2.62426877,0.064268827,
7897,1.840000033,1.835004687,0.004995346,
18515,1.799999952,1.776842594,0.023157358,
15266,1.600000024,1.716018081,0.116018057,
4671,1.019999981,1.007281661,0.01271832,
12433,0.939999998,0.969901621,0.029901624,
9831,1.039999962,1.042327404,0.002327442,
7767,1.100000024,1.10628736,0.006287336,
1681,1.440000057,1.475314617,0.03531456,
5243,1.24000001,1.252436757,0.012436748,
15321,0.939999998,0.889480531,0.050519466,
11766,1.700000048,1.629272938,0.07072711,
2459,1.399999976,1.479440808,0.079440832,
10566,1.75999999,1.699498892,0.060501099,
8112,1.779999971,1.750022173,0.029977798,
10496,4.559999943,4.613565445,0.053565502,
2117,1.600000024,1.639096141,0.039096117,
7684,1.179999948,1.147069216,0.032930732,
4781,0.860000014,0.965162814,0.105162799,
18111,1.779999971,1.779279232,0.000720739,
7649,1.539999962,1.609269857,0.069269896,
18560,1.120000005,1.165192604,0.045192599,
7704,0.939999998,0.941321433,0.001321435,
5480,0.74000001,0.818426728,0.078426719,
14577,1.460000038,1.482383251,0.022383213,
6857,0.959999979,0.929083526,0.030916452,
2473,1.340000033,1.389452934,0.049452901,
1662,1.139999986,1.187073827,0.047073841,
17651,1.24000001,1.194548368,0.045451641,
18263,1.720000029,1.710713506,0.009286523,
16089,1.179999948,1.141924024,0.038075924,
17179,2.079999924,2.143365622,0.063365698,
1138,0.5,0.393425226,0.106574774,
8337,1.179999948,1.215305448,0.0353055,
2070,0.819999993,0.777236164,0.042763829,
9884,1.639999986,1.674975514,0.034975529,
16052,1.440000057,1.389473796,0.050526261,
14320,1.419999957,1.505565882,0.085565925,
4937,1.700000048,1.643465638,0.05653441,
10733,1.539999962,1.470054269,0.069945693,
16922,1.039999962,1.009500265,0.030499697,
8553,1.799999952,1.752985477,0.047014475,
16507,1.480000019,1.37955308,0.100446939,
4425,1.600000024,1.663234472,0.063234448,
6030,0.800000012,0.675992191,0.124007821,
10182,1.200000048,1.167120695,0.032879353,
14860,0.560000002,0.573462784,0.013462782,
7602,1.559999943,1.600622773,0.04062283,
12307,2.339999914,2.107815742,0.232184172,
15700,0.939999998,0.94937247,0.009372473,
15459,1.580000043,1.552224994,0.027775049,
6547,1.600000024,1.618341088,0.018341064,
1879,1.779999971,1.766456962,0.01354301,
15755,0.779999971,0.748126507,0.031873465,
10730,1.779999971,1.671138048,0.108861923,
6307,1.039999962,1.153944492,0.11394453,
15922,0.639999986,0.571926713,0.068073273,
5192,1.320000052,1.241805315,0.078194737,
14075,1.820000052,1.687323809,0.132676244,
4053,2.299999952,2.302237034,0.002237082,
7626,1.700000048,1.689098954,0.010901093,
17992,0.75999999,0.730331659,0.029668331,
18413,1.480000019,1.462082386,0.017917633,
16468,0.980000019,1.040758967,0.060758948,
18501,1.980000019,1.992502451,0.012502432,
7764,1.039999962,0.957350016,0.082649946,
14658,2.819999933,2.738728523,0.08127141,
