id,TRUE,predict,AE,MAE
92628,-2.221093178,-2.19739747,0.023695707,0.034
84629,-1.981351852,-2.038117409,0.056765556,
52409,-0.860978544,-0.871173739,0.010195196,
99059,-2.387399912,-2.588557243,0.201157331,
1072,1.356149316,1.359643459,0.003494143,
131692,-3.715403318,-3.763323545,0.047920227,
71487,-1.600885034,-1.629096031,0.028210998,
52748,-0.837784231,-0.711096287,0.126687944,
64303,-1.311631799,-1.337512255,0.025880456,
60067,-1.141634583,-1.14061451,0.001020074,
6858,0.198975787,0.232452631,0.033476844,
10702,0.040445987,-0.016170144,0.056616131,
18014,-0.132540286,-0.111414671,0.021125615,
70010,-1.556910396,-1.449247003,0.107663393,
85844,-2.048946142,-2.106007814,0.057061672,
116273,-2.807409048,-2.779030085,0.028378963,
62631,-1.221620083,-1.210680604,0.010939479,
74680,-1.683742762,-1.69904089,0.015298128,
81872,-1.932923436,-1.966747284,0.033823848,
121352,-2.951975584,-2.942251682,0.009723902,
85125,-2.007998466,-2.024939775,0.016941309,
96768,-2.344029903,-2.416634083,0.072604179,
121512,-2.956027508,-3.026510715,0.070483208,
17729,-0.108989373,-0.143009186,0.034019813,
22939,-0.265026957,-0.439562023,0.174535066,
74468,-1.685063958,-1.596992016,0.088071942,
50209,-0.786825001,-0.781048059,0.005776942,
113855,-2.727543354,-2.743660927,0.016117573,
89717,-2.130789995,-2.133101225,0.00231123,
60235,-1.143972874,-1.074199677,0.069773197,
107044,-2.570524216,-2.5553689,0.015155315,
59849,-1.091390133,-1.077932358,0.013457775,
48451,-0.753637612,-0.714011967,0.039625645,
132698,-4.323321342,-4.259152412,0.06416893,
96321,-2.314848423,-2.300662756,0.014185667,
82956,-1.956584215,-1.971913457,0.015329242,
59597,-1.094649673,-1.034174323,0.060475349,
24552,-0.276191771,-0.312360883,0.036169112,
33466,-0.436009049,-0.437721252,0.001712203,
22225,-0.249286428,-0.23632431,0.012962118,
108238,-2.576168537,-2.573286533,0.002882004,
4482,0.369395465,0.3436625,0.025732964,
123206,-3.0560112,-3.068003416,0.011992216,
116439,-2.806810379,-2.858020306,0.051209927,
71970,-1.624026775,-1.423051476,0.200975299,
18435,-0.145242974,-0.143341422,0.001901552,
44641,-0.642071903,-0.611660659,0.030411243,
32500,-0.410356015,-0.397177517,0.013178498,
54838,-0.927254081,-0.919394791,0.00785929,
73117,-1.655192137,-1.717038989,0.061846852,
14347,-0.051072769,-0.034480333,0.016592436,
125186,-3.169797897,-3.177383661,0.007585764,
82413,-1.931147814,-1.889396548,0.041751266,
13334,-0.018968711,-0.013512492,0.005456218,
132226,-4.243053436,-4.232944489,0.010108948,
56806,-0.987625182,-0.937285066,0.050340116,
71334,-1.587625861,-1.50397265,0.083653212,
81190,-1.888112426,-1.90477705,0.016664624,
120312,-2.9325881,-2.970888615,0.038300514,
93927,-2.256511211,-2.432703733,0.176192522,
68254,-1.477542043,-1.659307003,0.18176496,
44386,-0.649278462,-0.666189015,0.016910553,
79568,-1.84654367,-1.9263767,0.079833031,
97717,-2.341047049,-2.411017179,0.069970131,
117853,-2.879388094,-2.897731304,0.01834321,
74726,-1.707245111,-1.750415802,0.043170691,
69674,-1.518042803,-1.548382282,0.030339479,
122725,-2.99834013,-2.974005938,0.024334192,
4639,0.408390492,0.29348731,0.114903182,
27223,-0.334170252,-0.379869223,0.045698971,
23675,-0.254687607,-0.248146892,0.006540716,
39166,-0.545152307,-0.593940735,0.048788428,
87964,-2.107531309,-2.223530769,0.11599946,
100134,-2.420158386,-2.393373489,0.026784897,
105804,-2.531823635,-2.58940196,0.057578325,
37988,-0.526794314,-0.586699665,0.05990535,
21760,-0.207757935,-0.092069268,0.115688667,
29108,-0.359730244,-0.376337051,0.016606808,
41193,-0.586104214,-0.575845599,0.010258615,
8378,0.101477511,0.071164131,0.03031338,
117606,-2.823804379,-2.796715736,0.027088642,
124082,-3.084968805,-3.110357285,0.025388479,
109662,-2.612818956,-2.624733925,0.011914968,
6246,0.207062706,0.290028453,0.082965747,
55835,-0.938541293,-0.840373456,0.098167837,
102490,-2.460347891,-2.463093758,0.002745867,
12048,-0.006208135,0.003929496,0.010137631,
62534,-1.243277192,-1.264130831,0.020853639,
45684,-0.665489614,-0.646844208,0.018645406,
3918,0.596076608,0.716030359,0.119953752,
110291,-2.628932953,-2.665613413,0.03668046,
89583,-2.139761209,-2.159959078,0.020197868,
120085,-2.92220974,-2.946430922,0.024221182,
45496,-0.665768147,-0.671092927,0.005324781,
16412,-0.106221125,-0.074616075,0.03160505,
88281,-2.112691641,-2.126729965,0.014038324,
120442,-2.941303015,-2.991353273,0.050050259,
58398,-1.05904603,-1.086026192,0.026980162,
76305,-1.771873474,-1.834839821,0.062966347,
15844,-0.056589764,-0.072922707,0.016332943,
128242,-3.361400366,-3.335401773,0.025998592,
77028,-1.802438021,-1.791467905,0.010970116,
43251,-0.633191288,-0.592038512,0.041152775,
68672,-1.492205024,-1.483504534,0.00870049,
8010,0.112259522,0.110573053,0.001686469,
40175,-0.562712312,-0.620303869,0.057591558,
98849,-2.39786911,-2.424553871,0.026684761,
62085,-1.217057467,-1.231817126,0.01475966,
69371,-1.521450758,-1.532851577,0.011400819,
75515,-1.724095225,-1.751621485,0.027526259,
27538,-0.327614307,-0.338969707,0.0113554,
97091,-2.342694283,-2.337077618,0.005616665,
114040,-2.724037647,-2.716824055,0.007213593,
75096,-1.715333581,-1.731977105,0.016643524,
89382,-2.130271673,-2.112821817,0.017449856,
2352,0.876247406,0.889125347,0.012877941,
89945,-2.161912203,-2.259388685,0.097476482,
62232,-1.217040896,-1.164200902,0.052839994,
87846,-2.093244314,-2.103178263,0.009933949,
103807,-2.489025831,-2.52942276,0.040396929,
13923,-0.04278231,-0.04488194,0.002099629,
127591,-3.273116589,-3.310565948,0.03744936,
122613,-3.00544095,-2.974727631,0.03071332,
35795,-0.473132759,-0.455162048,0.017970711,
2620,0.975221157,0.731788874,0.243432283,
94942,-2.288182497,-2.379782677,0.09160018,
69893,-1.558732748,-1.500555396,0.058177352,
38347,-0.519181967,-0.709204018,0.190022051,
120998,-2.970107794,-3.096818447,0.126710653,
93264,-2.232558727,-2.230101109,0.002457619,
51779,-0.832370758,-0.856437325,0.024066567,
127393,-3.281906366,-3.302062511,0.020156145,
106243,-2.541305065,-2.523562431,0.017742634,
85711,-2.011355639,-2.000169754,0.011185884,
88044,-2.09760499,-2.106149435,0.008544445,
97653,-2.33483386,-2.350829363,0.015995502,
13656,-0.027835099,-0.01192677,0.015908329,
17335,-0.123479463,-0.167734504,0.044255041,
91100,-2.183250427,-2.209030867,0.025780439,
123742,-3.024622202,-3.039652824,0.015030622,
97108,-2.334654093,-2.281957626,0.052696466,
44929,-0.669960618,-0.676357925,0.006397307,
69729,-1.522932291,-1.524047732,0.001115441,
71165,-1.597771406,-1.587006569,0.010764837,
88272,-2.099861383,-2.071368456,0.028492928,
83201,-1.969034314,-1.957828045,0.011206269,
