id,TRUE,predict,AE,MAE
551,257.5857544,226.3529968,31.23275757,36.29363321
1122,239.5857544,217.1624146,22.42333984,
985,635.5857544,608.3631592,27.22259521,
819,333.5857544,317.5206909,16.06506348,
1116,711.5856934,715.7687378,4.183044434,
892,1394.585693,1159.536865,235.0488281,
382,501.5857544,501.7412109,0.155456543,
616,474.5857544,473.4692078,1.116546631,
1047,456.5857544,439.9558105,16.62994385,
539,584.5857544,560.1022949,24.48345947,
1028,621.5857544,604.8277588,16.75799561,
291,253.5857544,320.6411438,67.0553894,
416,552.5857544,581.9533691,29.36761475,
1077,251.9902344,241.735199,10.2550354,
578,204.5857697,229.9276733,25.34190369,
566,850.5856934,807.5114746,43.07421875,
1056,1186.585693,1033.713867,152.8718262,
167,502.5857544,508.7467957,6.16104126,
765,236.5857544,192.4722595,44.11349487,
661,358.5857544,370.6937256,12.10797119,
1032,314.5857544,327.1733398,12.58758545,
683,2160.585693,1640.395386,520.1903076,
966,759.5856934,872.817749,113.2320557,
1204,334.5857544,338.5992126,4.013458252,
685,624.5857544,613.9349976,10.65075684,
1223,1340.341064,1390.59668,50.25561523,
678,573.5857544,566.897644,6.688110352,
448,273.5857544,270.4205017,3.165252686,
1220,918.5856934,1014.613647,96.0279541,
1083,693.5857544,649.5466309,44.03912354,
756,247.5857544,263.9907227,16.40496826,
9,523.5857544,498.9415894,24.64416504,
573,726.5856934,752.3383789,25.75268555,
992,375.5857544,322.9441833,52.64157104,
171,447.5857544,452.4989624,4.913208008,
947,520.5857544,504.2375488,16.34820557,
704,509.5857239,484.2405396,25.34518433,
1253,238.4559479,266.3734436,27.91749573,
466,222.5857544,215.6253357,6.960418701,
1073,122.5857697,119.2435303,3.34223938,
1052,399.5857544,380.3595886,19.22616577,
649,469.5857544,439.8745117,29.71124268,
487,1331.585693,1602.630615,271.0449219,
233,270.5857544,257.1302185,13.45553589,
1094,366.5857544,340.7779541,25.80780029,
90,2014.585571,2039.585327,24.99975586,
1014,418.5857544,457.045105,38.45935059,
575,456.9735413,428.9719849,28.0015564,
1038,440.3395386,454.1726685,13.83312988,
938,539.5857544,512.5383301,27.04742432,
588,328.5857544,348.1082764,19.52252197,
238,935.5856934,861.8458862,73.73980713,
584,641.5857544,626.9214478,14.66430664,
499,1648.585693,1666.742432,18.15673828,
76,348.5857544,341.3366699,7.249084473,
799,1062.585693,1006.03595,56.54974365,
2,1138.585693,1125.184814,13.40087891,
25,593.5857544,525.2963867,68.28936768,
394,65.58577728,101.6142883,36.02851105,
1219,955.5856934,926.6335449,28.95214844,
1068,493.5857544,605.6658936,112.0801392,
975,990.5856934,987.8355713,2.75012207,
336,113.5857697,113.3420715,0.24369812,
1037,462.6990967,472.9608154,10.26171875,
372,820.5856934,798.8640137,21.72167969,
505,236.5857544,207.103241,29.48251343,
586,672.5857544,725.2759399,52.69018555,
653,662.5857544,691.7001343,29.11437988,
902,206.5857697,215.585083,8.999313354,
497,555.5857544,540.2328491,15.35290527,
995,423.1282959,360.1352539,62.99304199,
126,1326.585693,1290.338379,36.24731445,
619,1077.585693,1033.171875,44.41381836,
38,1979.585571,2194.975098,215.3895264,
702,470.5857544,428.4125366,42.17321777,
1119,504.5857239,523.8139648,19.22824097,
602,619.5857544,575.9013062,43.68444824,
131,1077.585693,1054.665649,22.92004395,
30,335.5857544,350.8775024,15.29174805,
211,469.5857544,527.1629028,57.57714844,
855,1524.585693,1544.374756,19.7890625,
228,635.2855835,630.1826782,5.102905273,
413,373.5857544,435.8290405,62.24328613,
742,2145.585693,2172.006836,26.42114258,
760,87.58576965,86.14019775,1.445571899,
398,123.5857697,150.1183777,26.53260803,
305,368.5857544,315.8540649,52.73168945,
794,436.5857544,418.9197998,17.66595459,
